,src_id,Slope_sorted,Slope_resorted
0,00622,11.96,6.18
1,00634,11.87,11.86
2,00643,2.49,1.97
3,01132,8.27,7.12
4,01144,4.52,3.29
5,57199,7.6,6.11
6,00638,11.7,5.73
7,01141,5.09,3.32
8,01155,54.48,20.91
