,src_id,Slope_sorted,Slope_resorted
0,00289,26.25,11.52
1,01023,10.05,12.73
2,01060,11.36,8.6
3,01067,54.81,51.08
4,01070,10.8,6.82
5,01073,8.39,7.04
6,01074,11.29,6.89
7,01076,6.04,5.0
8,01083,15.9,12.73
9,19203,16.64,7.72
10,16589,11.7,9.09
11,25618,8.49,7.64
12,61875,21.99,11.63
13,17183,20.48,10.57
14,62037,14.41,8.46
