,src_id,Slope_sorted,Slope_resorted
0,00613,3.2,2.71
1,00830,6.47,3.28
2,00855,5.26,4.49
3,00869,2.53,2.84
4,00888,6.17,3.45
5,00889,6.01,5.38
6,62031,4.52,3.16
7,07621,14.32,6.66
