,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,458,7.03,3.98,14.338088777148673,7.85616292269355
1,595,7.67,7.68,12.560952521233846,19.42083976057158
2,605,4.17,3.43,13.13663760000182,4.0153289341549225
3,660,6.89,4.32,15.076402763146556,5.3006977281789505
4,10268,10.02,8.21,30.96557991319399,15.219423991015788
5,19187,4.53,4.49,6.684226247611203,7.612567873380493
6,56424,9.9,6.3,18.42985736557728,11.474849159157257
