,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,426,30.63,9.09,156.95220996774,11.730075271629994
1,4934,5.36,5.42,27.50139846703733,24.14694991075012
2,24219,2.8,2.99,3.934611338336668,4.830903005873842
