,src_id,Slope_sorted,Slope_resorted
0,01033,9.49,7.15
1,01035,8.37,9.32
2,01039,3.2,2.99
3,01055,30.93,20.22
4,13343,12.03,6.21
5,62015,6.76,6.98
6,62076,17.54,7.04
7,13298,13.79,9.08
