,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,105,33.83,17.99,46.41845336151737,23.137898011567064
1,111,14.92,6.34,24.200216299040797,7.778162505911614
2,195,40.04,19.04,57.25217236591212,24.657282595887676
3,212,8.43,4.2,20.90358841576592,4.404172394746607
4,208,10.71,8.09,18.562768531466414,9.63441836038148
