,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,435,4.54,2.8,9.249091421871425,3.0154919624565624
1,455,5.87,3.32,21.370612074020222,11.392260549491903
2,461,8.46,2.39,27.330849282089904,2.4351523491844453
3,471,4.07,3.64,5.471831896366926,4.752232792950385
4,487,3.2,2.41,4.212856489217646,2.898105321685124
5,454,10.17,3.24,30.784916663419,32.85297569813684
