,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,360,14.95,7.07,46.55453336628462,7.890235990486477
1,373,15.45,3.27,148.81909758559993,3.2963604024332036
2,56986,7.31,2.58,50.35386607212161,2.6352455913989203
