,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,132,7.71,7.44,15.505024535405276,9.912988952651904
1,137,4.87,4.46,16.188075730156697,6.083068437746891
2,159,14.97,7.69,32.92221079721083,8.356161828745785
3,160,12.2,9.38,20.80166025526349,13.921156348543592
4,161,3.63,4.29,3.9892226601883425,5.659588781305248
5,62004,7.95,7.75,12.548143399766028,12.60225754371351
