,src_id,Slope_sorted,Slope_resorted
0,01161,24.88,18.12
1,01166,27.32,9.64
2,01180,50.56,12.02
3,56486,4.06,4.06
4,17210,27.62,12.57
5,01149,10.58,11.26
6,01173,32.35,16.99
7,01185,85.23,43.14
