,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,48,13.37,10.07,30.969705466712,12.286670964409804
1,56216,22.12,12.59,56.18735333459039,12.953595601996053
2,50,41.1,15.11,57.07160342276896,33.43427406372018
3,14444,10.76,9.53,29.080017084825858,14.125098418735499
