,src_id,Slope_sorted,Slope_resorted
0,00842,13.84,11.88
1,00876,44.91,22.39
2,01326,16.97,9.99
3,00782,13.31,4.7
4,00843,4.67,3.75
5,00877,43.56,24.78
6,00878,15.74,12.62
