,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,381,2.76,1.95,18.341789589742785,2.1071587634943096
1,525,9.23,6.6,13.252810778341033,8.295910111737191
2,542,3.36,2.81,18.78481893575997,3.07306267056979
3,19204,11.38,5.79,85.76986856240711,52.62628160409839
4,539,9.42,7.82,18.19157071791216,13.117749982246579
5,628,9.33,6.76,26.967586337865896,18.077427465007148
6,56423,45.23,13.32,359.6924362279615,13.720001336659246
