,src_id,Slope_sorted,Slope_resorted,Slope_sorted2,Slope_resorted2
0,253,12.22,6.14,16.821159924083574,7.1360049159767085
1,268,3.1,2.29,5.190305809383337,3.4765128011772384
2,1023,17.56,9.23,41.30180533574772,24.50720515661459
3,19260,6.4,5.41,34.4351024948888,29.515793231936186
4,18985,5.09,4.35,8.657349807286641,6.768782474676226
5,56130,15.75,10.08,43.32033477998712,15.519259133565093
