,src_id,station_na,station_fi,historic_c,station_la,station_lo,station_el,first_year,last_year,geometry,raster_id
116,17314,LEEMING,leeming,north-yorkshire,54.297,-1.533,33,1965,2020,"POLYGON ((-1.4329999999999998 54.297, -1.4334815273327801 54.287198285967044, -1.4349214719596768 54.277490967798386, -1.437305966426779 54.26797153227455, -1.4406120467488712 54.25873165676349, -1.4448078735651644 54.249860326317396, -1.4498530387697455 54.24144297669804, -1.4556989546637262 54.23356067158363, -1.462289321881345 54.22628932188134, -1.4695606715836353 54.21969895466373, -1.4774429766980397 54.21385303876974, -1.4858603263174002 54.20880787356516, -1.494731656763491 54.20461204674887, -1.5039715322745537 54.20130596642677, -1.513490967798387 54.19892147195967, -1.5231982859670439 54.197481527332776, -1.533 54.196999999999996, -1.542801714032956 54.197481527332776, -1.5525090322016126 54.19892147195967, -1.5620284677254461 54.20130596642677, -1.5712683432365089 54.20461204674887, -1.5801396736825997 54.20880787356516, -1.5885570233019601 54.21385303876974, -1.5964393284163645 54.21969895466372, -1.6037106781186548 54.22628932188134, -1.6103010453362736 54.23356067158363, -1.6161469612302544 54.24144297669804, -1.6211921264348355 54.249860326317396, -1.6253879532511286 54.25873165676349, -1.6286940335732207 54.26797153227455, -1.631078528040323 54.277490967798386, -1.6325184726672197 54.287198285967044, -1.633 54.297, -1.6325184726672197 54.30680171403295, -1.631078528040323 54.31650903220161, -1.6286940335732207 54.32602846772544, -1.6253879532511286 54.33526834323651, -1.6211921264348355 54.3441396736826, -1.6161469612302546 54.352557023301955, -1.6103010453362736 54.36043932841636, -1.6037106781186548 54.367710678118655, -1.5964393284163645 54.37430104533627, -1.5885570233019601 54.38014696123025, -1.5801396736825997 54.38519212643483, -1.5712683432365089 54.38938795325112, -1.5620284677254461 54.39269403357322, -1.5525090322016128 54.39507852804032, -1.542801714032956 54.39651847266722, -1.533 54.397, -1.5231982859670439 54.39651847266722, -1.513490967798387 54.39507852804032, -1.5039715322745537 54.39269403357322, -1.494731656763491 54.38938795325112, -1.4858603263174002 54.38519212643483, -1.4774429766980397 54.38014696123025, -1.4695606715836353 54.37430104533627, -1.462289321881345 54.367710678118655, -1.4556989546637262 54.36043932841636, -1.4498530387697455 54.352557023301955, -1.4448078735651644 54.3441396736826, -1.4406120467488712 54.33526834323651, -1.437305966426779 54.32602846772544, -1.4349214719596768 54.31650903220161, -1.4334815273327801 54.30680171403295, -1.4329999999999998 54.297))",1
117,00940,GT CUMBRAE: MILLPORT,gt-cumbrae-millport,buteshire,55.749,-4.908,5,2010,2020,"POLYGON ((-4.808000000000001 55.749, -4.808481527332781 55.73919828596705, -4.809921471959678 55.72949096779839, -4.81230596642678 55.719971532274556, -4.815612046748872 55.71073165676349, -4.819807873565165 55.7018603263174, -4.824853038769746 55.693442976698044, -4.830698954663727 55.68556067158364, -4.837289321881346 55.678289321881344, -4.844560671583636 55.671698954663725, -4.85244297669804 55.66585303876975, -4.8608603263174 55.66080787356517, -4.869731656763491 55.656612046748876, -4.878971532274554 55.65330596642678, -4.888490967798387 55.65092147195968, -4.8981982859670445 55.64948152733278, -4.908 55.649, -4.917801714032956 55.64948152733278, -4.9275090322016135 55.65092147195968, -4.937028467725447 55.65330596642678, -4.946268343236509 55.656612046748876, -4.9551396736826 55.66080787356517, -4.96355702330196 55.66585303876975, -4.9714393284163645 55.671698954663725, -4.978710678118655 55.678289321881344, -4.985301045336274 55.68556067158364, -4.991146961230255 55.693442976698044, -4.996192126434836 55.7018603263174, -5.000387953251129 55.71073165676349, -5.003694033573221 55.719971532274556, -5.006078528040323 55.72949096779839, -5.00751847266722 55.73919828596705, -5.008 55.749, -5.00751847266722 55.758801714032955, -5.006078528040323 55.768509032201614, -5.003694033573221 55.77802846772545, -5.0003879532511295 55.78726834323651, -4.996192126434836 55.7961396736826, -4.991146961230255 55.80455702330196, -4.985301045336274 55.81243932841637, -4.978710678118655 55.81971067811866, -4.971439328416365 55.82630104533627, -4.963557023301961 55.83214696123026, -4.9551396736826 55.837192126434836, -4.946268343236509 55.84138795325113, -4.937028467725447 55.84469403357323, -4.9275090322016135 55.84707852804033, -4.917801714032956 55.84851847266722, -4.908 55.849000000000004, -4.8981982859670445 55.84851847266722, -4.888490967798387 55.84707852804033, -4.878971532274554 55.84469403357323, -4.869731656763491 55.84138795325113, -4.8608603263174 55.837192126434836, -4.852442976698041 55.83214696123026, -4.844560671583636 55.82630104533628, -4.837289321881346 55.81971067811866, -4.830698954663727 55.81243932841637, -4.824853038769746 55.80455702330196, -4.819807873565165 55.7961396736826, -4.815612046748872 55.78726834323651, -4.81230596642678 55.77802846772545, -4.809921471959678 55.768509032201614, -4.808481527332781 55.758801714032955, -4.808000000000001 55.749))",4
118,00982,SALSBURGH,salsburgh,lanarkshire,55.861,-3.875,277,1994,2020,"POLYGON ((-3.775 55.861, -3.77548152733278 55.851198285967044, -3.776921471959677 55.841490967798386, -3.779305966426779 55.83197153227455, -3.7826120467488713 55.82273165676349, -3.7868078735651647 55.813860326317396, -3.7918530387697453 55.80544297669804, -3.7976989546637263 55.79756067158363, -3.8042893218813454 55.79028932188134, -3.8115606715836354 55.78369895466372, -3.81944297669804 55.77785303876974, -3.8278603263174 55.772807873565164, -3.836731656763491 55.76861204674887, -3.845971532274554 55.76530596642677, -3.8554909677983873 55.76292147195967, -3.8651982859670437 55.761481527332776, -3.875 55.760999999999996, -3.8848017140329563 55.761481527332776, -3.8945090322016127 55.76292147195967, -3.904028467725446 55.76530596642677, -3.913268343236509 55.76861204674887, -3.9221396736826 55.772807873565164, -3.93055702330196 55.77785303876974, -3.9384393284163646 55.78369895466372, -3.9457106781186546 55.79028932188134, -3.9523010453362737 55.79756067158363, -3.9581469612302547 55.80544297669804, -3.9631921264348353 55.813860326317396, -3.9673879532511287 55.82273165676349, -3.970694033573221 55.83197153227455, -3.973078528040323 55.841490967798386, -3.97451847266722 55.851198285967044, -3.975 55.861, -3.97451847266722 55.87080171403295, -3.973078528040323 55.88050903220161, -3.970694033573221 55.89002846772544, -3.9673879532511287 55.89926834323651, -3.9631921264348353 55.9081396736826, -3.9581469612302547 55.916557023301955, -3.9523010453362737 55.92443932841636, -3.9457106781186546 55.931710678118655, -3.9384393284163646 55.93830104533627, -3.93055702330196 55.94414696123025, -3.9221396736826 55.94919212643483, -3.913268343236509 55.953387953251124, -3.904028467725446 55.95669403357322, -3.8945090322016127 55.95907852804032, -3.8848017140329563 55.96051847266722, -3.875 55.961, -3.865198285967044 55.96051847266722, -3.8554909677983873 55.95907852804032, -3.845971532274554 55.95669403357322, -3.836731656763491 55.953387953251124, -3.8278603263174 55.94919212643483, -3.81944297669804 55.94414696123025, -3.8115606715836354 55.938301045336274, -3.8042893218813454 55.931710678118655, -3.7976989546637263 55.92443932841636, -3.7918530387697453 55.916557023301955, -3.7868078735651647 55.9081396736826, -3.7826120467488713 55.89926834323651, -3.779305966426779 55.89002846772544, -3.776921471959677 55.88050903220161, -3.77548152733278 55.87080171403295, -3.775 55.861))",4
119,00987,DRUMALBIN,drumalbin,lanarkshire,55.627,-3.736,245,1991,2020,"POLYGON ((-3.636 55.627, -3.6364815273327804 55.61719828596705, -3.637921471959677 55.60749096779839, -3.640305966426779 55.597971532274556, -3.6436120467488715 55.58873165676349, -3.647807873565165 55.5798603263174, -3.6528530387697455 55.571442976698044, -3.6586989546637265 55.56356067158364, -3.6652893218813456 55.556289321881344, -3.6725606715836356 55.549698954663725, -3.68044297669804 55.54385303876975, -3.6888603263174002 55.53880787356517, -3.6977316567634912 55.534612046748876, -3.706971532274554 55.53130596642678, -3.7164909677983875 55.52892147195968, -3.726198285967044 55.52748152733278, -3.736 55.527, -3.7458017140329565 55.52748152733278, -3.755509032201613 55.52892147195968, -3.7650284677254464 55.53130596642678, -3.774268343236509 55.534612046748876, -3.7831396736826 55.53880787356517, -3.7915570233019604 55.54385303876975, -3.799439328416365 55.549698954663725, -3.806710678118655 55.556289321881344, -3.813301045336274 55.56356067158364, -3.819146961230255 55.571442976698044, -3.8241921264348355 55.5798603263174, -3.828387953251129 55.58873165676349, -3.8316940335732212 55.597971532274556, -3.8340785280403233 55.60749096779839, -3.83551847266722 55.61719828596705, -3.8360000000000003 55.627, -3.83551847266722 55.636801714032956, -3.8340785280403233 55.646509032201614, -3.8316940335732212 55.65602846772545, -3.828387953251129 55.66526834323651, -3.8241921264348355 55.6741396736826, -3.819146961230255 55.68255702330196, -3.813301045336274 55.69043932841637, -3.806710678118655 55.69771067811866, -3.799439328416365 55.70430104533627, -3.7915570233019604 55.71014696123026, -3.7831396736826 55.715192126434836, -3.774268343236509 55.71938795325113, -3.7650284677254464 55.72269403357323, -3.755509032201613 55.72507852804033, -3.7458017140329565 55.72651847266722, -3.736 55.727000000000004, -3.7261982859670444 55.72651847266722, -3.7164909677983875 55.72507852804033, -3.706971532274554 55.72269403357323, -3.6977316567634912 55.71938795325113, -3.6888603263174002 55.715192126434836, -3.68044297669804 55.71014696123026, -3.6725606715836356 55.70430104533628, -3.6652893218813456 55.69771067811866, -3.6586989546637265 55.69043932841637, -3.6528530387697455 55.68255702330196, -3.647807873565165 55.6741396736826, -3.6436120467488715 55.66526834323651, -3.640305966426779 55.65602846772545, -3.637921471959677 55.646509032201614, -3.6364815273327804 55.636801714032956, -3.636 55.627))",4
120,01005,AUCHINCRUIVE,auchincruive,ayrshire,55.477,-4.565,48,2005,2020,"POLYGON ((-4.465000000000001 55.477, -4.465481527332781 55.467198285967044, -4.466921471959678 55.457490967798385, -4.46930596642678 55.44797153227455, -4.472612046748872 55.43873165676349, -4.476807873565165 55.429860326317396, -4.481853038769746 55.42144297669804, -4.487698954663727 55.41356067158363, -4.494289321881346 55.40628932188134, -4.501560671583636 55.39969895466372, -4.50944297669804 55.39385303876974, -4.5178603263174 55.38880787356516, -4.526731656763491 55.38461204674887, -4.535971532274554 55.38130596642677, -4.545490967798387 55.37892147195967, -4.555198285967045 55.377481527332776, -4.565 55.376999999999995, -4.574801714032956 55.377481527332776, -4.5845090322016135 55.37892147195967, -4.594028467725447 55.38130596642677, -4.603268343236509 55.38461204674887, -4.6121396736826 55.38880787356516, -4.62055702330196 55.39385303876974, -4.6284393284163645 55.39969895466372, -4.635710678118655 55.40628932188134, -4.642301045336274 55.41356067158363, -4.648146961230255 55.42144297669804, -4.653192126434836 55.429860326317396, -4.657387953251129 55.43873165676349, -4.660694033573221 55.44797153227455, -4.663078528040323 55.457490967798385, -4.66451847266722 55.467198285967044, -4.665 55.477, -4.66451847266722 55.48680171403295, -4.663078528040323 55.49650903220161, -4.660694033573221 55.50602846772544, -4.6573879532511295 55.51526834323651, -4.653192126434836 55.5241396736826, -4.648146961230255 55.532557023301955, -4.642301045336274 55.54043932841636, -4.635710678118655 55.547710678118655, -4.628439328416365 55.55430104533627, -4.620557023301961 55.56014696123025, -4.6121396736826 55.56519212643483, -4.603268343236509 55.56938795325112, -4.594028467725447 55.57269403357322, -4.5845090322016135 55.57507852804032, -4.574801714032956 55.57651847266722, -4.565 55.577, -4.555198285967045 55.57651847266722, -4.545490967798387 55.57507852804032, -4.535971532274554 55.57269403357322, -4.526731656763491 55.56938795325112, -4.5178603263174 55.56519212643483, -4.509442976698041 55.56014696123025, -4.501560671583636 55.554301045336274, -4.494289321881346 55.547710678118655, -4.487698954663727 55.54043932841636, -4.481853038769746 55.532557023301955, -4.476807873565165 55.5241396736826, -4.472612046748872 55.51526834323651, -4.46930596642678 55.50602846772544, -4.466921471959678 55.49650903220161, -4.465481527332781 55.48680171403295, -4.465000000000001 55.477))",4
121,01007,"PRESTWICK, GANNET",prestwick-gannet,ayrshire,55.515,-4.585,27,1994,2020,"POLYGON ((-4.485 55.515, -4.48548152733278 55.50519828596705, -4.486921471959677 55.49549096779839, -4.489305966426779 55.485971532274554, -4.492612046748872 55.47673165676349, -4.496807873565165 55.4678603263174, -4.501853038769745 55.45944297669804, -4.507698954663726 55.451560671583636, -4.514289321881345 55.44428932188134, -4.521560671583636 55.43769895466373, -4.529442976698039 55.431853038769745, -4.5378603263174 55.42680787356517, -4.546731656763491 55.422612046748874, -4.555971532274554 55.419305966426776, -4.565490967798387 55.416921471959675, -4.575198285967044 55.41548152733278, -4.585 55.415, -4.594801714032956 55.41548152733278, -4.604509032201613 55.416921471959675, -4.614028467725446 55.419305966426776, -4.623268343236509 55.422612046748874, -4.6321396736826 55.42680787356517, -4.64055702330196 55.431853038769745, -4.648439328416364 55.43769895466372, -4.655710678118655 55.44428932188134, -4.662301045336274 55.451560671583636, -4.668146961230255 55.45944297669804, -4.673192126434835 55.4678603263174, -4.677387953251128 55.47673165676349, -4.680694033573221 55.485971532274554, -4.683078528040323 55.49549096779839, -4.68451847266722 55.50519828596705, -4.685 55.515, -4.68451847266722 55.524801714032954, -4.683078528040323 55.53450903220161, -4.680694033573221 55.54402846772545, -4.677387953251129 55.55326834323651, -4.673192126434835 55.5621396736826, -4.668146961230255 55.57055702330196, -4.662301045336274 55.578439328416366, -4.655710678118655 55.58571067811866, -4.648439328416365 55.59230104533627, -4.640557023301961 55.598146961230256, -4.6321396736826 55.603192126434834, -4.623268343236509 55.60738795325113, -4.614028467725446 55.610694033573225, -4.604509032201613 55.613078528040326, -4.594801714032956 55.61451847266722, -4.585 55.615, -4.575198285967044 55.61451847266722, -4.565490967798387 55.613078528040326, -4.555971532274554 55.610694033573225, -4.546731656763491 55.60738795325113, -4.5378603263174 55.603192126434834, -4.52944297669804 55.598146961230256, -4.521560671583636 55.59230104533627, -4.514289321881345 55.58571067811866, -4.507698954663726 55.578439328416366, -4.501853038769745 55.57055702330196, -4.496807873565165 55.5621396736826, -4.492612046748872 55.55326834323651, -4.489305966426779 55.54402846772545, -4.486921471959677 55.53450903220161, -4.48548152733278 55.524801714032954, -4.485 55.515))",4
122,01023,ESKDALEMUIR,eskdalemuir,dumfriesshire,55.312,-3.207,236,1954,2020,"POLYGON ((-3.1069999999999998 55.312, -3.10748152733278 55.302198285967044, -3.1089214719596767 55.292490967798386, -3.111305966426779 55.28297153227455, -3.114612046748871 55.27373165676349, -3.1188078735651645 55.2648603263174, -3.123853038769745 55.25644297669804, -3.129698954663726 55.24856067158363, -3.1362893218813452 55.24128932188134, -3.1435606715836353 55.23469895466373, -3.1514429766980396 55.22885303876974, -3.1598603263174 55.223807873565164, -3.168731656763491 55.21961204674887, -3.1779715322745536 55.21630596642677, -3.187490967798387 55.21392147195967, -3.1971982859670436 55.21248152733278, -3.207 55.211999999999996, -3.216801714032956 55.21248152733278, -3.2265090322016126 55.21392147195967, -3.236028467725446 55.21630596642677, -3.245268343236509 55.21961204674887, -3.2541396736826 55.223807873565164, -3.26255702330196 55.22885303876974, -3.2704393284163644 55.23469895466372, -3.2777106781186545 55.24128932188134, -3.2843010453362735 55.24856067158363, -3.2901469612302545 55.25644297669804, -3.295192126434835 55.2648603263174, -3.2993879532511285 55.27373165676349, -3.302694033573221 55.28297153227455, -3.305078528040323 55.292490967798386, -3.3065184726672197 55.302198285967044, -3.307 55.312, -3.3065184726672197 55.32180171403295, -3.305078528040323 55.33150903220161, -3.302694033573221 55.341028467725444, -3.2993879532511285 55.35026834323651, -3.295192126434835 55.3591396736826, -3.2901469612302545 55.367557023301956, -3.2843010453362735 55.37543932841636, -3.2777106781186545 55.382710678118656, -3.2704393284163644 55.38930104533627, -3.26255702330196 55.39514696123025, -3.2541396736826 55.40019212643483, -3.245268343236509 55.404387953251124, -3.236028467725446 55.40769403357322, -3.2265090322016126 55.41007852804032, -3.216801714032956 55.41151847266722, -3.207 55.412, -3.197198285967044 55.41151847266722, -3.187490967798387 55.41007852804032, -3.1779715322745536 55.40769403357322, -3.168731656763491 55.404387953251124, -3.1598603263174 55.40019212643483, -3.1514429766980396 55.39514696123025, -3.1435606715836353 55.38930104533627, -3.1362893218813452 55.382710678118656, -3.129698954663726 55.37543932841636, -3.123853038769745 55.367557023301956, -3.1188078735651645 55.3591396736826, -3.114612046748871 55.35026834323651, -3.111305966426779 55.341028467725444, -3.1089214719596767 55.33150903220161, -3.10748152733278 55.32180171403295, -3.1069999999999998 55.312))",4
123,01033,DUNDRENNAN,dundrennan,kirkcudbrightshire,54.803,-4.008,113,1990,2020,"POLYGON ((-3.908 54.803, -3.90848152733278 54.793198285967044, -3.909921471959677 54.783490967798386, -3.912305966426779 54.77397153227455, -3.9156120467488713 54.76473165676349, -3.9198078735651647 54.755860326317396, -3.9248530387697453 54.74744297669804, -3.9306989546637263 54.73956067158363, -3.9372893218813454 54.73228932188134, -3.9445606715836354 54.72569895466373, -3.95244297669804 54.71985303876974, -3.9608603263174 54.714807873565164, -3.969731656763491 54.71061204674887, -3.978971532274554 54.70730596642677, -3.9884909677983873 54.70492147195967, -3.9981982859670437 54.70348152733278, -4.008 54.702999999999996, -4.017801714032956 54.70348152733278, -4.027509032201613 54.70492147195967, -4.037028467725446 54.70730596642677, -4.046268343236509 54.71061204674887, -4.0551396736826 54.714807873565164, -4.06355702330196 54.71985303876974, -4.071439328416364 54.72569895466372, -4.078710678118655 54.73228932188134, -4.085301045336274 54.73956067158363, -4.091146961230255 54.74744297669804, -4.096192126434835 54.755860326317396, -4.100387953251128 54.76473165676349, -4.103694033573221 54.77397153227455, -4.106078528040323 54.783490967798386, -4.10751847266722 54.793198285967044, -4.108 54.803, -4.10751847266722 54.81280171403295, -4.106078528040323 54.82250903220161, -4.103694033573221 54.83202846772544, -4.100387953251129 54.84126834323651, -4.096192126434835 54.8501396736826, -4.091146961230255 54.858557023301955, -4.085301045336274 54.86643932841636, -4.078710678118655 54.873710678118655, -4.071439328416365 54.88030104533627, -4.063557023301961 54.88614696123025, -4.0551396736826 54.89119212643483, -4.046268343236509 54.895387953251124, -4.037028467725446 54.89869403357322, -4.027509032201613 54.90107852804032, -4.017801714032956 54.90251847266722, -4.008 54.903, -3.998198285967044 54.90251847266722, -3.9884909677983873 54.90107852804032, -3.978971532274554 54.89869403357322, -3.969731656763491 54.895387953251124, -3.9608603263174 54.89119212643483, -3.95244297669804 54.88614696123025, -3.9445606715836354 54.88030104533627, -3.9372893218813454 54.873710678118655, -3.9306989546637263 54.86643932841636, -3.9248530387697453 54.858557023301955, -3.9198078735651647 54.8501396736826, -3.9156120467488713 54.84126834323651, -3.912305966426779 54.83202846772544, -3.909921471959677 54.82250903220161, -3.90848152733278 54.81280171403295, -3.908 54.803))",1
124,01035,THREAVE,threave,kirkcudbrightshire,54.926,-3.95,73,2005,2020,"POLYGON ((-3.85 54.926, -3.8504815273327804 54.91619828596705, -3.851921471959677 54.90649096779839, -3.854305966426779 54.896971532274556, -3.8576120467488715 54.88773165676349, -3.861807873565165 54.8788603263174, -3.8668530387697455 54.870442976698044, -3.8726989546637265 54.86256067158364, -3.8792893218813456 54.855289321881344, -3.8865606715836356 54.84869895466373, -3.89444297669804 54.842853038769746, -3.9028603263174 54.83780787356517, -3.911731656763491 54.833612046748875, -3.920971532274554 54.83030596642678, -3.9304909677983875 54.82792147195968, -3.940198285967044 54.82648152733278, -3.95 54.826, -3.9598017140329564 54.82648152733278, -3.969509032201613 54.82792147195968, -3.9790284677254464 54.83030596642678, -3.988268343236509 54.833612046748875, -3.9971396736826 54.83780787356517, -4.00555702330196 54.842853038769746, -4.013439328416364 54.848698954663725, -4.020710678118655 54.855289321881344, -4.027301045336274 54.86256067158364, -4.033146961230255 54.870442976698044, -4.0381921264348355 54.8788603263174, -4.042387953251128 54.88773165676349, -4.045694033573221 54.896971532274556, -4.048078528040323 54.90649096779839, -4.04951847266722 54.91619828596705, -4.05 54.926, -4.04951847266722 54.935801714032955, -4.048078528040323 54.94550903220161, -4.045694033573221 54.95502846772545, -4.042387953251129 54.96426834323651, -4.0381921264348355 54.9731396736826, -4.033146961230255 54.98155702330196, -4.027301045336274 54.98943932841637, -4.020710678118655 54.99671067811866, -4.013439328416365 55.00330104533627, -4.005557023301961 55.00914696123026, -3.9971396736826 55.014192126434835, -3.988268343236509 55.01838795325113, -3.9790284677254464 55.021694033573226, -3.969509032201613 55.02407852804033, -3.9598017140329564 55.02551847266722, -3.95 55.026, -3.9401982859670444 55.02551847266722, -3.9304909677983875 55.02407852804033, -3.920971532274554 55.021694033573226, -3.911731656763491 55.01838795325113, -3.9028603263174 55.014192126434835, -3.89444297669804 55.00914696123026, -3.8865606715836356 55.00330104533627, -3.8792893218813456 54.99671067811866, -3.8726989546637265 54.98943932841637, -3.8668530387697455 54.98155702330196, -3.861807873565165 54.9731396736826, -3.8576120467488715 54.96426834323651, -3.854305966426779 54.95502846772545, -3.851921471959677 54.94550903220161, -3.8504815273327804 54.935801714032955, -3.85 54.926))",1
125,01039,WEST FREUGH,west-freugh,wigtownshire,54.859,-4.935,11,1961,2020,"POLYGON ((-4.835 54.859, -4.83548152733278 54.84919828596705, -4.836921471959677 54.83949096779839, -4.839305966426779 54.829971532274556, -4.842612046748871 54.82073165676349, -4.846807873565164 54.8118603263174, -4.851853038769745 54.803442976698044, -4.857698954663726 54.79556067158364, -4.864289321881345 54.788289321881344, -4.8715606715836355 54.781698954663725, -4.879442976698039 54.775853038769746, -4.8878603263174 54.77080787356517, -4.896731656763491 54.766612046748875, -4.905971532274553 54.76330596642678, -4.9154909677983865 54.760921471959676, -4.925198285967044 54.75948152733278, -4.935 54.759, -4.944801714032955 54.75948152733278, -4.954509032201613 54.760921471959676, -4.964028467725446 54.76330596642678, -4.973268343236509 54.766612046748875, -4.9821396736826 54.77080787356517, -4.990557023301959 54.775853038769746, -4.998439328416364 54.781698954663725, -5.005710678118654 54.788289321881344, -5.012301045336273 54.79556067158364, -5.018146961230254 54.803442976698044, -5.023192126434835 54.8118603263174, -5.027387953251128 54.82073165676349, -5.03069403357322 54.829971532274556, -5.033078528040322 54.83949096779839, -5.034518472667219 54.84919828596705, -5.034999999999999 54.859, -5.034518472667219 54.868801714032955, -5.033078528040322 54.87850903220161, -5.03069403357322 54.88802846772545, -5.027387953251129 54.89726834323651, -5.023192126434835 54.9061396736826, -5.018146961230254 54.91455702330196, -5.012301045336273 54.92243932841637, -5.005710678118654 54.92971067811866, -4.998439328416365 54.93630104533627, -4.99055702330196 54.94214696123026, -4.9821396736826 54.947192126434835, -4.973268343236509 54.95138795325113, -4.964028467725446 54.954694033573226, -4.954509032201613 54.95707852804033, -4.944801714032955 54.95851847266722, -4.935 54.959, -4.925198285967044 54.95851847266722, -4.9154909677983865 54.95707852804033, -4.905971532274553 54.954694033573226, -4.896731656763491 54.95138795325113, -4.8878603263174 54.947192126434835, -4.87944297669804 54.94214696123026, -4.8715606715836355 54.93630104533628, -4.864289321881345 54.92971067811866, -4.857698954663726 54.92243932841637, -4.851853038769745 54.91455702330196, -4.846807873565164 54.9061396736826, -4.842612046748871 54.89726834323651, -4.839305966426779 54.88802846772545, -4.836921471959677 54.87850903220161, -4.83548152733278 54.868801714032955, -4.835 54.859))",1
126,01055,ST BEES HEAD NO 2,st-bees-head-no-2,cumbria,54.518,-3.615,124,1992,2020,"POLYGON ((-3.515 54.518, -3.5154815273327804 54.50819828596705, -3.516921471959677 54.49849096779839, -3.519305966426779 54.488971532274554, -3.5226120467488715 54.47973165676349, -3.526807873565165 54.4708603263174, -3.5318530387697455 54.46244297669804, -3.5376989546637265 54.454560671583636, -3.5442893218813456 54.44728932188134, -3.5515606715836356 54.44069895466373, -3.55944297669804 54.434853038769745, -3.5678603263174002 54.42980787356517, -3.5767316567634913 54.425612046748874, -3.585971532274554 54.42230596642678, -3.5954909677983875 54.419921471959675, -3.605198285967044 54.41848152733278, -3.615 54.418, -3.6248017140329565 54.41848152733278, -3.634509032201613 54.419921471959675, -3.6440284677254464 54.42230596642678, -3.653268343236509 54.425612046748874, -3.6621396736826 54.42980787356517, -3.6705570233019604 54.434853038769745, -3.678439328416365 54.44069895466372, -3.685710678118655 54.44728932188134, -3.692301045336274 54.454560671583636, -3.698146961230255 54.46244297669804, -3.7031921264348355 54.4708603263174, -3.707387953251129 54.47973165676349, -3.7106940335732213 54.488971532274554, -3.7130785280403233 54.49849096779839, -3.71451847266722 54.50819828596705, -3.7150000000000003 54.518, -3.71451847266722 54.527801714032954, -3.7130785280403233 54.53750903220161, -3.7106940335732213 54.54702846772545, -3.707387953251129 54.55626834323651, -3.7031921264348355 54.5651396736826, -3.698146961230255 54.57355702330196, -3.692301045336274 54.581439328416366, -3.685710678118655 54.58871067811866, -3.678439328416365 54.59530104533627, -3.6705570233019604 54.601146961230256, -3.6621396736826 54.606192126434834, -3.653268343236509 54.61038795325113, -3.6440284677254464 54.613694033573225, -3.634509032201613 54.616078528040326, -3.6248017140329565 54.61751847266722, -3.615 54.618, -3.6051982859670444 54.61751847266722, -3.5954909677983875 54.616078528040326, -3.585971532274554 54.613694033573225, -3.5767316567634913 54.61038795325113, -3.5678603263174002 54.606192126434834, -3.55944297669804 54.601146961230256, -3.5515606715836356 54.59530104533627, -3.5442893218813456 54.58871067811866, -3.5376989546637265 54.581439328416366, -3.5318530387697455 54.57355702330196, -3.526807873565165 54.5651396736826, -3.5226120467488715 54.55626834323651, -3.519305966426779 54.54702846772545, -3.516921471959677 54.53750903220161, -3.5154815273327804 54.527801714032954, -3.515 54.518))",1
127,01060,KESWICK,keswick,cumbria,54.614,-3.157,81,1992,2020,"POLYGON ((-3.057 54.614, -3.0574815273327802 54.604198285967044, -3.058921471959677 54.594490967798386, -3.061305966426779 54.58497153227455, -3.0646120467488713 54.57573165676349, -3.0688078735651647 54.566860326317396, -3.0738530387697454 54.55844297669804, -3.0796989546637263 54.55056067158363, -3.0862893218813454 54.54328932188134, -3.0935606715836355 54.53669895466372, -3.10144297669804 54.53085303876974, -3.1098603263174 54.525807873565164, -3.118731656763491 54.52161204674887, -3.127971532274554 54.51830596642677, -3.1374909677983873 54.51592147195967, -3.1471982859670438 54.51448152733278, -3.157 54.513999999999996, -3.1668017140329563 54.51448152733278, -3.1765090322016127 54.51592147195967, -3.1860284677254462 54.51830596642677, -3.195268343236509 54.52161204674887, -3.2041396736826 54.525807873565164, -3.2125570233019602 54.53085303876974, -3.2204393284163646 54.53669895466372, -3.2277106781186546 54.54328932188134, -3.2343010453362737 54.55056067158363, -3.2401469612302547 54.55844297669804, -3.2451921264348353 54.566860326317396, -3.2493879532511287 54.57573165676349, -3.252694033573221 54.58497153227455, -3.255078528040323 54.594490967798386, -3.25651847266722 54.604198285967044, -3.257 54.614, -3.25651847266722 54.62380171403295, -3.255078528040323 54.63350903220161, -3.252694033573221 54.64302846772544, -3.2493879532511287 54.65226834323651, -3.2451921264348353 54.6611396736826, -3.2401469612302547 54.669557023301955, -3.2343010453362737 54.67743932841636, -3.2277106781186546 54.684710678118655, -3.2204393284163646 54.69130104533627, -3.2125570233019602 54.69714696123025, -3.2041396736826 54.70219212643483, -3.195268343236509 54.706387953251124, -3.1860284677254462 54.70969403357322, -3.1765090322016127 54.71207852804032, -3.1668017140329563 54.71351847266722, -3.157 54.714, -3.147198285967044 54.71351847266722, -3.1374909677983873 54.71207852804032, -3.127971532274554 54.70969403357322, -3.118731656763491 54.706387953251124, -3.1098603263174 54.70219212643483, -3.10144297669804 54.69714696123025, -3.0935606715836355 54.691301045336274, -3.0862893218813454 54.684710678118655, -3.0796989546637263 54.67743932841636, -3.0738530387697454 54.669557023301955, -3.0688078735651647 54.6611396736826, -3.0646120467488713 54.65226834323651, -3.061305966426779 54.64302846772544, -3.058921471959677 54.63350903220161, -3.0574815273327802 54.62380171403295, -3.057 54.614))",1
